pro_code,pro_name,city_clean,is_beijing,is_shanghai,male,birth_year,age,hs_residence,is_han,high_school,junior_college,bachelor,graduate,rural,Migrate,Migrate_1,Migrate_2,Migrate_3,migration_year,migration_interval,marriage,employed,income_total_m,exp_total_m,food_exp_m,income_to_home,rent_m,income_total_m_win,exp_total_m_win,food_exp_m_win,income_to_home_win,rent_m_win,employment_category,employment_group,workdays_w,workhours_d,hours_per_week,hours_per_week_filled,marriage_year,length_marriage,kids_number,birth_here,Pension_Insurance,Medical_Insurance,Work_Insurance,Unemploy_Insurance,Maternity_Insurance,Housing_Fund,Happiness,year,pro_name_true,English_name,lowest_temp(Jan)_a,average_temp_a,highest_temp(July)_a,precipitation(mm)_a,gdp per capita(k)_a,unemployment(%)_a,education_budget(10k)_a,marriage(10k)_a,population(10k)_a,Medical technicians per 10k_a,road_length_per_10K (km)_a,manageable_income_per_capita_a,lowest_temp(Jan)_b,average_temp_b,highest_temp(July)_b,precipitation(mm)_b,gdp per capita(k)_b,unemployment(%)_b,education_budget(10k)_b,marriage(10k)_b,population(10k)_b,Medical technicians per 10k_b,road_length_per_10K (km)_b,manageable_income_per_capita_b,gdp_before_move,gdp_after_move
12,天津市,天津市,0,0,1,1962,49,23.0,0,1,0,0,0,0,1,1,0,0,2001,10,1,0,10000.0,5000.0,1000.0,12000.0,,9000,4500,1000,11000,0.0,private_enterprise,formal,,,,0.0,1988.0,23,1,0,0,0,0,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-23.16,4.6,27.95,443.0,34.0,4.5,6278812.0,35.23,2467.0,68.0,15.087278491706698,45966.0,9153.221483130399,2384.857546808384
12,天津市,天津市,0,0,1,1975,36,13.0,1,1,0,0,0,1,1,1,0,0,1999,12,1,1,4000.0,2500.0,2000.0,5000.0,,4000,2500,2000,5000,0.0,casual_worker,informal,5.0,8.0,40.0,40.0,2000.0,11,1,1,1,1,1,1,1,1,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-7.47,13.1,31.42,532.1,37.3,3.6,10861672.0,66.13,2449.0,62.0,16.69491740350928,20559.0,9153.221483130399,1913.381455183501
12,天津市,天津市,0,0,0,1973,38,22.0,1,1,0,0,0,0,1,1,0,0,2005,6,1,1,8000.0,6000.0,3000.0,0.0,,8000,4500,2000,0,0.0,private_enterprise,formal,,,,0.0,2008.0,3,0,0,0,0,0,0,0,0,10,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-18.67,5.8,26.31,531.4,39.5,3.4,5353180.0,23.52,3608.0,55.0,6.167247739832114,17404.0,9153.221483130399,4125.331384368811
12,天津市,天津市,0,0,1,1984,27,14.0,1,1,0,0,0,1,1,1,0,0,2000,11,1,0,8000.0,3000.0,2000.0,0.0,,8000,3000,2000,0,0.0,private_enterprise,formal,,,,0.0,2007.0,4,1,1,1,1,1,1,1,0,10,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-9.95,11.3,29.96,423.2,34.8,3.4,7036233.0,35.07,4358.0,58.0,5.31375335347575,22820.0,9153.221483130399,2148.378596847247
12,天津市,天津市,0,0,0,1982,29,43.0,1,1,0,0,0,1,1,1,0,0,2004,7,1,1,30000.0,8000.0,2000.0,20000.0,,9000,4500,2000,11000,0.0,private_enterprise,formal,5.0,8.0,40.0,40.0,2008.0,3,0,0,1,1,1,1,1,0,11,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,2.51,17.4,32.34,1220.8,44.8,4.1,11285463.0,62.2,6611.0,51.0,2.890957443064636,17622.0,9153.221483130399,3508.457973135601
12,天津市,天津市,0,0,1,1990,21,32.0,1,0,1,0,0,0,1,1,0,0,2001,10,1,1,10000.0,5000.0,2000.0,3000.0,,9000,4500,2000,3000,0.0,private_enterprise,formal,5.0,10.0,50.0,50.0,,0,0,0,1,1,1,1,1,1,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,85.9,3.0,20800931.0,83.45,8281.0,58.0,6.672937235986111,27173.0,9153.221483130399,2384.857546808384
12,天津市,天津市,0,0,1,1985,26,37.0,1,1,0,0,0,1,1,1,0,0,2004,7,0,0,3000.0,1500.0,600.0,15000.0,600.0,3000,1500,600,11000,600.0,public_sector,formal,5.0,8.0,40.0,40.0,2007.0,4,0,0,1,1,1,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,3508.457973135601
12,天津市,天津市,0,0,1,1987,24,37.0,1,1,0,0,0,1,1,1,0,0,2005,6,0,0,3780.0,2000.0,1500.0,3800.0,60.0,3780,2000,1500,3800,60.0,public_sector,formal,5.0,6.0,30.0,30.0,2010.0,1,0,0,1,1,1,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,4125.331384368811
12,天津市,天津市,0,0,1,1966,45,37.0,1,1,0,0,0,1,1,1,0,0,2004,7,0,0,3500.0,1200.0,1000.0,20000.0,80.0,3500,1200,1000,11000,80.0,public_sector,formal,5.0,6.0,30.0,30.0,1998.0,13,2,0,1,1,1,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,3508.457973135601
12,天津市,天津市,0,0,1,1965,46,37.0,1,1,0,0,0,1,1,1,0,0,1993,18,0,0,3000.0,1500.0,500.0,4000.0,80.0,3000,1500,500,4000,80.0,public_sector,formal,5.0,6.0,30.0,30.0,1990.0,21,1,0,1,1,1,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,1344.11797918179
12,天津市,天津市,0,0,1,1975,36,37.0,1,1,0,0,0,1,1,1,0,0,2003,8,0,0,2800.0,1800.0,1200.0,6000.0,80.0,2800,1800,1200,6000,80.0,public_sector,formal,5.0,6.0,30.0,30.0,1997.0,14,1,0,1,1,1,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,3045.134172172343
12,天津市,天津市,0,0,1,1977,34,37.0,1,1,0,0,0,1,1,1,0,0,2001,10,0,0,3000.0,1400.0,800.0,6000.0,80.0,3000,1400,800,6000,80.0,public_sector,formal,5.0,6.0,30.0,30.0,2000.0,11,1,0,1,1,1,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,2384.857546808384
12,天津市,天津市,0,0,1,1978,33,37.0,1,1,0,0,0,1,1,1,0,0,2004,7,1,0,3400.0,1800.0,1300.0,5000.0,,3400,1800,1300,5000,0.0,public_sector,formal,5.0,6.0,30.0,30.0,1998.0,13,1,0,1,1,1,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,3508.457973135601
12,天津市,天津市,0,0,1,1982,29,37.0,1,1,0,0,0,1,1,1,0,0,2007,4,0,0,2500.0,1200.0,700.0,5000.0,80.0,2500,1200,700,5000,80.0,public_sector,formal,5.0,6.0,30.0,30.0,2004.0,7,1,0,1,1,1,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,5286.987750419981
12,天津市,天津市,0,0,1,1971,40,41.0,1,1,0,0,0,1,1,1,0,0,2003,8,1,1,3500.0,1700.0,1000.0,5000.0,350.0,3500,1700,1000,5000,350.0,public_sector,formal,5.0,6.0,30.0,30.0,1999.0,12,1,1,1,1,1,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-3.69,15.1,31.79,640.8,39.8,3.0,16385611.0,117.58,9645.0,52.0,3.9215300951211325,15695.0,9153.221483130399,3045.134172172343
12,天津市,天津市,0,0,1,1984,27,37.0,1,1,0,0,0,1,1,1,0,0,2004,7,1,1,2600.0,1600.0,1000.0,4000.0,350.0,2600,1600,1000,4000,350.0,public_sector,formal,5.0,6.0,30.0,30.0,2005.0,6,1,0,1,1,1,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,3508.457973135601
12,天津市,天津市,0,0,1,1970,41,41.0,1,1,0,0,0,1,1,1,0,0,2005,6,1,1,3600.0,1500.0,1000.0,4000.0,350.0,3600,1500,1000,4000,350.0,public_sector,formal,5.0,6.0,30.0,30.0,1986.0,25,1,0,1,1,1,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-3.69,15.1,31.79,640.8,39.8,3.0,16385611.0,117.58,9645.0,52.0,3.9215300951211325,15695.0,9153.221483130399,4125.331384368811
12,天津市,天津市,0,0,1,1988,23,37.0,1,1,0,0,0,1,1,1,0,0,2004,7,1,1,4000.0,1700.0,1000.0,3000.0,400.0,4000,1700,1000,3000,400.0,public_sector,formal,5.0,6.0,30.0,30.0,2005.0,6,1,0,1,1,1,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,3508.457973135601
12,天津市,天津市,0,0,1,1963,48,13.0,1,1,0,0,0,1,1,1,0,0,1997,14,0,0,3000.0,1500.0,500.0,15000.0,80.0,3000,1500,500,11000,80.0,public_sector,formal,5.0,6.0,30.0,30.0,1985.0,26,1,0,1,1,1,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-7.47,13.1,31.42,532.1,37.3,3.6,10861672.0,66.13,2449.0,62.0,16.69491740350928,20559.0,9153.221483130399,1725.135427361524
12,天津市,天津市,0,0,1,1971,40,37.0,1,1,0,0,0,1,1,1,0,0,1999,12,0,0,2700.0,1000.0,500.0,10000.0,80.0,2700,1000,500,10000,80.0,public_sector,formal,5.0,6.0,30.0,30.0,1989.0,22,2,0,1,1,1,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,1913.381455183501
12,天津市,天津市,0,0,1,1972,39,37.0,1,1,0,0,0,1,1,1,0,0,1991,20,0,0,3000.0,2600.0,1500.0,5000.0,60.0,3000,2600,1500,5000,60.0,public_sector,formal,5.0,8.0,40.0,40.0,1997.0,14,2,0,1,1,1,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,1141.547577838864
12,天津市,天津市,0,0,1,1989,22,41.0,1,1,0,0,0,1,1,1,0,0,2005,6,0,0,3000.0,1500.0,1200.0,3000.0,80.0,3000,1500,1200,3000,80.0,public_sector,formal,5.0,6.0,30.0,30.0,2010.0,1,0,0,1,1,1,0,0,0,9,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-3.69,15.1,31.79,640.8,39.8,3.0,16385611.0,117.58,9645.0,52.0,3.9215300951211325,15695.0,9153.221483130399,4125.331384368811
12,天津市,天津市,0,0,0,1963,48,41.0,1,1,0,0,0,1,1,1,0,0,1994,17,1,1,6000.0,2000.0,850.0,4000.0,,6000,2000,850,4000,0.0,self_employed,self_employed,,,,0.0,1987.0,24,3,0,0,0,0,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-3.69,15.1,31.79,640.8,39.8,3.0,16385611.0,117.58,9645.0,52.0,3.9215300951211325,15695.0,9153.221483130399,1554.988140601436
12,天津市,天津市,0,0,1,1978,33,23.0,1,1,0,0,0,1,1,1,0,0,1997,14,1,1,4500.0,2200.0,1000.0,2000.0,,4500,2200,1000,2000,0.0,self_employed,self_employed,,,,0.0,1999.0,12,1,0,1,1,0,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-23.16,4.6,27.95,443.0,34.0,4.5,6278812.0,35.23,2467.0,68.0,15.087278491706698,45966.0,9153.221483130399,1725.135427361524
12,天津市,天津市,0,0,1,1989,22,37.0,1,1,0,0,0,1,1,1,0,0,2005,6,1,1,3500.0,2250.0,750.0,6000.0,1500.0,3500,2250,750,6000,1500.0,private_enterprise,formal,7.0,8.0,56.0,56.0,,0,0,0,0,0,0,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,4125.331384368811
12,天津市,天津市,0,0,0,1971,40,37.0,1,1,0,0,0,1,1,1,0,0,2001,10,1,1,3500.0,1400.0,600.0,4000.0,800.0,3500,1400,600,4000,800.0,casual_worker,informal,7.0,10.0,70.0,70.0,1997.0,14,1,0,0,0,0,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,2384.857546808384
12,天津市,天津市,0,0,0,1981,30,37.0,1,1,0,0,0,1,1,1,0,0,2004,7,1,1,4000.0,1500.0,700.0,4500.0,800.0,4000,1500,700,4500,800.0,public_sector,formal,7.0,8.0,56.0,56.0,2003.0,8,1,1,0,0,0,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,3508.457973135601
12,天津市,天津市,0,0,0,1968,43,32.0,1,1,0,0,0,1,1,1,0,0,1998,13,0,0,4000.0,1600.0,800.0,6000.0,,4000,1600,800,6000,0.0,self_employed,self_employed,,,,0.0,1995.0,16,1,0,0,0,0,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,85.9,3.0,20800931.0,83.45,8281.0,58.0,6.672937235986111,27173.0,9153.221483130399,1781.835819624081
12,天津市,天津市,0,0,0,1980,31,41.0,1,1,0,0,0,1,1,1,0,0,2003,8,1,1,3500.0,1800.0,800.0,4000.0,800.0,3500,1800,800,4000,800.0,private_enterprise,formal,7.0,8.0,56.0,56.0,2000.0,11,2,0,0,0,0,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-3.69,15.1,31.79,640.8,39.8,3.0,16385611.0,117.58,9645.0,52.0,3.9215300951211325,15695.0,9153.221483130399,3045.134172172343
12,天津市,天津市,0,0,1,1969,42,37.0,1,0,1,0,0,1,1,1,0,0,2001,10,1,1,5500.0,2500.0,900.0,2000.0,,5500,2500,900,2000,0.0,public_sector,formal,7.0,8.0,56.0,56.0,1998.0,13,2,0,1,1,1,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,2384.857546808384
12,天津市,天津市,0,0,0,1985,26,13.0,1,1,0,0,0,1,1,1,0,0,2006,5,0,0,1700.0,1000.0,500.0,2000.0,,1700,1000,500,2000,0.0,private_enterprise,formal,7.0,6.0,42.0,42.0,,0,0,0,0,0,0,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-7.47,13.1,31.42,532.1,37.3,3.6,10861672.0,66.13,2449.0,62.0,16.69491740350928,20559.0,9153.221483130399,4557.758297268083
12,天津市,天津市,0,0,0,1971,40,21.0,1,1,0,0,0,1,1,1,0,0,2005,6,0,0,2200.0,2000.0,800.0,1000.0,1200.0,2200,2000,800,1000,1200.0,self_employed,self_employed,,,,0.0,1992.0,19,1,0,0,0,0,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-16.79,8.7,28.98,698.5,48.2,3.4,8700533.0,34.51,2642.0,55.0,14.393930739808507,17520.0,9153.221483130399,4125.331384368811
12,天津市,天津市,0,0,1,1963,48,13.0,1,1,0,0,0,1,1,1,0,0,2003,8,0,0,2500.0,800.0,500.0,4000.0,,2500,800,500,4000,0.0,private_enterprise,formal,7.0,6.0,42.0,42.0,1983.0,28,1,0,1,1,1,1,1,1,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-7.47,13.1,31.42,532.1,37.3,3.6,10861672.0,66.13,2449.0,62.0,16.69491740350928,20559.0,9153.221483130399,3045.134172172343
12,天津市,天津市,0,0,1,1974,37,42.0,1,1,0,0,0,1,1,1,0,0,1992,19,1,1,4000.0,1500.0,1000.0,6000.0,,4000,1500,1000,6000,0.0,public_sector,formal,5.0,8.0,40.0,40.0,1994.0,17,1,0,1,1,1,0,0,0,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,2.13,17.6,32.29,1161.0,54.0,3.1,9874547.0,62.19,5816.0,58.0,4.654409146193935,18283.0,9153.221483130399,1141.547577838864
12,天津市,天津市,0,0,0,1979,32,13.0,1,1,0,0,0,0,1,1,0,0,1999,12,1,1,3000.0,2200.0,1000.0,0.0,,3000,2200,1000,0,0.0,other,informal,,,,0.0,2006.0,5,1,1,0,0,0,0,0,0,12,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-7.47,13.1,31.42,532.1,37.3,3.6,10861672.0,66.13,2449.0,62.0,16.69491740350928,20559.0,9153.221483130399,1913.381455183501
12,天津市,天津市,0,0,1,1981,30,23.0,1,0,1,0,0,1,1,1,0,0,2003,8,1,0,3000.0,1500.0,800.0,2000.0,,3000,1500,800,2000,0.0,public_sector,formal,7.0,10.0,70.0,70.0,2003.0,8,1,1,1,1,1,1,1,1,11,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-23.16,4.6,27.95,443.0,34.0,4.5,6278812.0,35.23,2467.0,68.0,15.087278491706698,45966.0,9153.221483130399,3045.134172172343
12,天津市,天津市,0,0,0,1973,38,37.0,1,1,0,0,0,1,1,1,0,0,2002,9,1,1,5000.0,3000.0,1600.0,1000.0,,5000,3000,1600,1000,0.0,private_enterprise,formal,5.0,8.0,40.0,40.0,1999.0,12,1,0,0,0,0,0,0,0,11,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,2587.16100081039
12,天津市,天津市,0,0,0,1977,34,65.0,1,0,1,0,0,0,1,1,0,0,2005,6,1,1,6000.0,3500.0,2000.0,0.0,,6000,3500,2000,0,0.0,other,informal,,,,0.0,2003.0,8,1,0,1,1,0,1,1,0,12,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-12.64,12.5,35.96,37.2,41.0,3.2,6349792.0,27.92,2325.0,67.0,29.94633361730106,15097.0,9153.221483130399,4125.331384368811
12,天津市,天津市,0,0,0,1977,34,65.0,1,0,1,0,0,0,1,1,0,0,2005,6,1,1,6000.0,3500.0,2000.0,0.0,,6000,3500,2000,0,0.0,other,informal,,,,0.0,2003.0,8,1,0,1,1,0,1,1,0,12,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-12.64,12.5,35.96,37.2,41.0,3.2,6349792.0,27.92,2325.0,67.0,29.94633361730106,15097.0,9153.221483130399,4125.331384368811
12,天津市,天津市,0,0,0,1981,30,13.0,1,1,0,0,0,1,1,1,0,0,2007,4,1,1,5000.0,2000.0,1000.0,2000.0,,5000,2000,1000,2000,0.0,private_enterprise,formal,5.0,10.0,50.0,50.0,2002.0,9,1,0,1,1,1,1,1,0,8,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-7.47,13.1,31.42,532.1,37.3,3.6,10861672.0,66.13,2449.0,62.0,16.69491740350928,20559.0,9153.221483130399,5286.987750419981
12,天津市,天津市,0,0,1,1970,41,41.0,1,1,0,0,0,1,1,1,0,0,1998,13,1,1,5000.0,2000.0,1000.0,1000.0,,5000,2000,1000,1000,0.0,employer,self_employed,,,,0.0,1993.0,18,2,0,0,0,0,0,0,0,13,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-3.69,15.1,31.79,640.8,39.8,3.0,16385611.0,117.58,9645.0,52.0,3.9215300951211325,15695.0,9153.221483130399,1781.835819624081
12,天津市,天津市,0,0,1,1976,35,13.0,1,1,0,0,0,1,1,1,0,0,2000,11,1,0,8000.0,2000.0,1500.0,3000.0,,8000,2000,1500,3000,0.0,private_enterprise,formal,,,,0.0,1999.0,12,1,1,1,0,0,0,0,0,12,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-7.47,13.1,31.42,532.1,37.3,3.6,10861672.0,66.13,2449.0,62.0,16.69491740350928,20559.0,9153.221483130399,2148.378596847247
12,天津市,天津市,0,0,0,1975,36,37.0,1,1,0,0,0,1,1,1,0,0,1996,15,1,1,5000.0,2000.0,1000.0,3000.0,,5000,2000,1000,3000,0.0,private_enterprise,formal,6.0,12.0,72.0,72.0,2000.0,11,2,1,1,1,1,1,1,0,11,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,1666.655640168333
12,天津市,天津市,0,0,0,1971,40,35.0,1,1,0,0,0,0,1,1,0,0,2000,11,1,1,3500.0,2000.0,1500.0,1000.0,,3500,2000,1500,1000,0.0,casual_worker,informal,7.0,11.0,77.0,77.0,1997.0,14,1,0,0,0,0,0,0,0,11,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,11.16,22.4,32.21,1617.9,70.2,3.5,8928771.0,37.53,3945.0,54.0,5.744134982101447,23331.0,9153.221483130399,2148.378596847247
12,天津市,天津市,0,0,1,1962,49,13.0,1,1,0,0,0,1,1,1,0,0,1988,23,1,0,2500.0,2000.0,1000.0,1000.0,,2500,2000,1000,1000,0.0,public_sector,formal,6.0,8.0,48.0,48.0,1985.0,26,1,0,1,1,1,1,1,1,15,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-7.47,13.1,31.42,532.1,37.3,3.6,10861672.0,66.13,2449.0,62.0,16.69491740350928,20559.0,9153.221483130399,1141.547577838864
12,天津市,天津市,0,0,1,1972,39,44.0,1,1,0,0,0,0,1,1,0,0,1992,19,1,1,3800.0,3000.0,1300.0,1000.0,,3800,3000,1300,1000,0.0,public_sector,formal,7.0,8.0,56.0,56.0,1986.0,25,2,0,1,1,1,1,1,1,12,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,10.54,22.9,33.2,1801.3,66.9,2.4,27356552.0,89.15,11489.0,54.0,5.634503004760984,25685.0,9153.221483130399,1141.547577838864
12,天津市,天津市,0,0,1,1967,44,37.0,1,1,0,0,0,1,1,1,0,0,1995,16,1,0,3000.0,2500.0,1000.0,1000.0,,3000,2500,1000,1000,0.0,casual_worker,informal,6.0,12.0,72.0,72.0,1994.0,17,1,1,0,0,0,0,0,0,14,2011,天津市,Tianjin,-7.47,13.1,31.42,532.1,78.7,3.5,6326265.0,9.94,1429.0,56.0,8.919472365856628,28832.0,-2.91,13.4,28.45,664.0,58.3,3.3,18847752.0,83.18,9808.0,62.0,5.56129294835744,20864.0,9153.221483130399,1594.99151563533
